Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,year,region,type_encoded
2017-04-16,1.28,251124,68940,85592,2315,94276,93488,787,0,2017,RichmondNorfolk,0
2017-04-09,1.22,260512,81759,90074,2229,86448,85939,508,0,2017,RichmondNorfolk,0
2017-04-02,1.19,288015,67802,87489,2400,130322,130221,98,2,2017,RichmondNorfolk,0
2017-03-26,1.26,258325,79200,90219,2473,86432,85387,695,350,2017,RichmondNorfolk,0
2017-03-19,1.29,250471,66618,101944,2551,79358,77669,1688,0,2017,RichmondNorfolk,0
2017-03-12,1.35,254377,72440,98330,2941,80664,78718,1946,0,2017,RichmondNorfolk,0
2017-03-05,1.31,230403,60435,89549,4281,76137,74615,1522,0,2017,RichmondNorfolk,0
2017-02-26,1.13,281322,79067,131383,4209,66660,65695,965,0,2017,RichmondNorfolk,0
2017-02-19,1.18,241012,68120,90486,3142,79262,78087,1175,0,2017,RichmondNorfolk,0
2017-02-12,1.13,255531,89620,96337,2392,67181,66109,1071,0,2017,RichmondNorfolk,0
2017-02-05,1.0,379603,131147,162972,7578,77906,76374,1531,0,2017,RichmondNorfolk,0
2017-01-29,1.18,259671,87900,104490,3433,63847,62577,929,340,2017,RichmondNorfolk,0
2017-01-22,1.13,286641,94347,107935,6890,77468,75851,1617,0,2017,RichmondNorfolk,0
2017-01-15,1.15,261313,96322,89916,3884,71189,69981,1164,43,2017,RichmondNorfolk,0
2017-01-08,1.18,275129,91466,106264,3253,74144,73168,975,0,2017,RichmondNorfolk,0
2017-01-01,1.11,240752,82444,85577,5485,67244,65961,1104,179,2017,RichmondNorfolk,0
2017-12-31,0.81,194627,63533,44810,99,86184,64304,21865,14,2017,Roanoke,0
2017-12-24,1.09,137679,32538,35304,79,69756,58617,11139,0,2017,Roanoke,0
2017-12-17,1.08,124002,29951,31312,85,62652,56079,6554,18,2017,Roanoke,0
2017-12-10,1.05,137960,38481,36370,73,63035,57738,5284,12,2017,Roanoke,0
2017-12-03,0.99,166540,56316,47267,149,62801,57210,5518,73,2017,Roanoke,0
2017-11-26,1.16,92146,25890,29449,133,36675,32592,4082,0,2017,Roanoke,0
2017-11-19,1.09,112603,31004,31095,158,50346,46213,4130,3,2017,Roanoke,0
2017-11-12,1.19,126496,43121,31995,173,51207,46960,4235,12,2017,Roanoke,0
2017-11-05,1.08,176421,65571,34149,209,76489,69792,6641,55,2017,Roanoke,0
2017-10-29,1.3,143342,36192,35007,265,71877,69621,2255,0,2017,Roanoke,0
2017-10-22,1.42,115432,26729,35118,103,53481,50154,3297,29,2017,Roanoke,0
2017-10-15,1.49,114826,27140,37806,114,49765,44950,4815,0,2017,Roanoke,0
2017-10-08,1.66,87278,26135,16257,73,44813,38450,6362,0,2017,Roanoke,0
2017-10-01,1.59,112518,25019,35234,85,52178,45303,6874,0,2017,Roanoke,0
2017-09-24,1.51,118080,25124,39485,71,53398,49231,4111,55,2017,Roanoke,0
2017-09-17,1.5,113231,26063,35969,45,51153,47157,3583,412,2017,Roanoke,0
2017-09-10,1.53,110081,25756,28947,95,55282,48825,4896,1561,2017,Roanoke,0
2017-09-03,1.45,115506,27598,37446,91,50368,43969,5061,1337,2017,Roanoke,0
2017-08-27,1.43,126646,30304,35205,102,61034,54510,5540,983,2017,Roanoke,0
2017-08-20,1.41,123267,28139,35074,64,59989,52792,5474,1721,2017,Roanoke,0
2017-08-13,1.38,109713,26240,40274,137,43060,36751,4721,1586,2017,Roanoke,0
2017-08-06,1.29,124119,28072,42704,168,53174,48158,3335,1680,2017,Roanoke,0
2017-07-30,1.29,123476,25323,41333,182,56638,49647,5730,1260,2017,Roanoke,0
2017-07-23,1.17,141148,36513,40395,320,63918,58375,3505,2038,2017,Roanoke,0
2017-07-16,1.16,159919,42470,40719,222,76507,67961,6304,2242,2017,Roanoke,0
2017-07-09,1.11,157797,29283,43863,232,84417,78578,2538,3300,2017,Roanoke,0
2017-07-02,1.13,156098,29008,44059,88,82941,75455,4063,3422,2017,Roanoke,0
2017-06-25,1.15,146132,28194,47197,97,70643,58834,9493,2315,2017,Roanoke,0
2017-06-18,1.16,152802,30545,47417,97,74741,69630,2860,2250,2017,Roanoke,0
2017-06-11,1.16,155040,31085,50163,93,73698,70183,610,2905,2017,Roanoke,0
2017-06-04,1.23,151097,35865,51698,76,63457,58885,4011,560,2017,Roanoke,0
2017-05-28,1.15,165711,42689,46416,107,76497,62798,13638,60,2017,Roanoke,0
2017-05-21,1.01,172518,39721,44645,152,87998,78050,9942,6,2017,Roanoke,0
2017-05-14,0.99,164928,49148,24238,98,91443,83409,7994,39,2017,Roanoke,0
2017-05-07,1.02,221289,55938,55664,124,109562,106593,2951,17,2017,Roanoke,0
2017-04-30,1.22,162420,30906,45408,58,86047,80694,5352,0,2017,Roanoke,0
2017-04-23,1.24,146324,27263,41988,75,76997,73624,3372,0,2017,Roanoke,0
2017-04-16,1.2,158523,30316,41034,73,87098,85993,1105,0,2017,Roanoke,0
2017-04-09,1.26,145899,32290,47113,54,66440,65146,1180,112,2017,Roanoke,0
2017-04-02,1.15,169374,32991,50584,94,85704,84689,1015,0,2017,Roanoke,0
2017-03-26,1.21,146817,29493,47162,70,70090,69195,895,0,2017,Roanoke,0
2017-03-19,1.23,141618,28859,52182,79,60496,59561,935,0,2017,Roanoke,0
2017-03-12,1.26,143644,31344,50614,161,61525,59939,1585,0,2017,Roanoke,0
2017-03-05,1.15,149237,31738,48916,159,68423,67685,737,0,2017,Roanoke,0
2017-02-26,1.13,153568,33526,62461,176,57403,56665,738,0,2017,Roanoke,0
2017-02-19,1.12,141558,32841,43497,69,65151,64383,767,0,2017,Roanoke,0
2017-02-12,1.03,159133,49551,48583,189,60808,59563,1245,0,2017,Roanoke,0
2017-02-05,0.97,212143,75074,76042,151,60875,59129,1337,408,2017,Roanoke,0
2017-01-29,1.13,143828,37601,50930,146,55149,53902,963,283,2017,Roanoke,0
2017-01-22,1.04,163498,48905,46802,142,67648,66764,883,0,2017,Roanoke,0
2017-01-15,1.06,158063,50449,43695,94,63824,63041,780,2,2017,Roanoke,0
2017-01-08,1.13,146072,44014,48526,92,53438,52587,842,8,2017,Roanoke,0
2017-01-01,0.97,142347,43011,43260,125,55950,55319,535,95,2017,Roanoke,0
2017-12-31,1.03,578374,130774,396250,922,50427,46215,521,3689,2017,Sacramento,0
2017-12-24,1.14,469533,128124,287781,989,52637,46568,579,5489,2017,Sacramento,0
2017-12-17,1.2,404548,122866,225425,795,55460,49298,868,5292,2017,Sacramento,0
2017-12-10,1.07,474539,157173,266189,910,50265,45079,526,4659,2017,Sacramento,0
2017-12-03,1.17,427791,132009,238373,779,56630,52589,502,3539,2017,Sacramento,0
2017-11-26,1.45,304942,98689,153842,1205,51206,44903,467,5836,2017,Sacramento,0
2017-11-19,1.45,331472,107079,174514,696,49184,43875,822,4486,2017,Sacramento,0
2017-11-12,1.23,442150,120349,268009,984,52808,48720,546,3542,2017,Sacramento,0
2017-11-05,1.36,407622,129130,234394,1020,43077,38736,429,3910,2017,Sacramento,0
2017-10-29,1.45,374807,120962,209801,798,43245,42643,515,86,2017,Sacramento,0
2017-10-22,1.58,337225,93869,204224,851,38279,37630,468,180,2017,Sacramento,0
2017-10-15,1.68,342218,89884,208158,800,43375,42344,833,196,2017,Sacramento,0
2017-10-08,1.66,348907,94059,214294,934,39617,37953,1407,257,2017,Sacramento,0
2017-10-01,1.74,318071,81753,191731,927,43659,41898,1572,188,2017,Sacramento,0
2017-09-24,1.7,314818,89050,187831,962,36973,34708,2069,196,2017,Sacramento,0
2017-09-17,1.61,354589,124583,189307,912,39785,39044,587,153,2017,Sacramento,0
2017-09-10,1.63,361079,121828,195817,1392,42040,41469,98,473,2017,Sacramento,0
2017-09-03,1.79,358168,122718,194468,1544,39437,39031,91,314,2017,Sacramento,0
2017-08-27,1.87,341841,120934,178392,1937,40577,39281,109,1186,2017,Sacramento,0
2017-08-20,1.82,331372,117500,164389,4321,45160,41838,1275,2045,2017,Sacramento,0
2017-08-13,1.44,455886,142234,263667,3221,46763,43675,1227,1860,2017,Sacramento,0
2017-08-06,1.46,471016,150669,267998,1923,50425,47817,1200,1406,2017,Sacramento,0
2017-07-30,1.41,503413,149729,306327,2243,45112,42049,1129,1933,2017,Sacramento,0
2017-07-23,1.46,444230,148014,247469,2242,46504,43739,1268,1496,2017,Sacramento,0
2017-07-16,1.58,461109,159107,257399,4592,40009,37654,1102,1253,2017,Sacramento,0
2017-07-09,1.44,505422,174813,267561,13473,49574,46835,669,2070,2017,Sacramento,0
2017-07-02,1.55,509256,157249,285875,12975,53155,50509,676,1970,2017,Sacramento,0
2017-06-25,1.5,492249,166509,261622,9937,54179,52113,561,1505,2017,Sacramento,0
2017-06-18,1.59,448930,164647,215644,10699,57938,53795,757,3385,2017,Sacramento,0
2017-06-11,1.55,440572,164987,210729,9745,55109,50595,601,3913,2017,Sacramento,0
2017-06-04,1.61,428553,160860,210208,2618,54865,51366,316,3183,2017,Sacramento,0
2017-05-28,1.55,481635,161377,265045,1129,54082,51629,373,2080,2017,Sacramento,0
2017-05-21,1.64,403959,140005,211234,1385,51334,49064,475,1794,2017,Sacramento,0
2017-05-14,1.56,410450,152535,199991,1396,56526,54722,509,1295,2017,Sacramento,0
2017-05-07,1.4,560446,157076,348134,1707,53527,49645,567,3315,2017,Sacramento,0
2017-04-30,1.62,391714,143615,197927,874,49297,46808,210,2278,2017,Sacramento,0
2017-04-23,1.6,370499,140311,183045,1050,46092,44010,117,1965,2017,Sacramento,0
2017-04-16,1.58,370816,137216,183753,1072,48772,47374,158,1240,2017,Sacramento,0
2017-04-09,1.36,431593,131487,248393,1003,50709,46825,5,3878,2017,Sacramento,0
2017-04-02,1.58,385734,141455,192900,1102,50275,48822,47,1405,2017,Sacramento,0
2017-03-26,1.57,375225,136446,190537,1187,47054,44746,95,2212,2017,Sacramento,0
2017-03-19,1.59,372216,126853,190505,1309,53547,51316,38,2191,2017,Sacramento,0
2017-03-12,1.61,354782,113887,189365,1980,49548,47380,80,2087,2017,Sacramento,0
2017-03-05,1.32,431348,162323,212458,5241,51325,50741,393,189,2017,Sacramento,0
2017-02-26,1.08,499261,163501,282428,6156,47175,45582,242,1349,2017,Sacramento,0
2017-02-19,1.2,431830,126780,247569,8981,48499,45747,8,2743,2017,Sacramento,0
2017-02-12,1.08,423595,173371,188127,9247,52849,51822,186,840,2017,Sacramento,0
2017-02-05,0.98,808808,321474,418158,11962,57213,56599,43,570,2017,Sacramento,0
2017-01-29,1.08,513293,203929,247415,7505,54443,52021,35,2386,2017,Sacramento,0
2017-01-22,0.98,532733,166864,321763,2248,41856,41368,487,0,2017,Sacramento,0
2017-01-15,1.2,469431,147645,275717,670,45397,42762,2404,230,2017,Sacramento,0
2017-01-08,1.15,506805,156654,276138,642,73369,66987,4336,2045,2017,Sacramento,0
2017-01-01,0.98,526765,144876,339664,660,41564,37920,2018,1625,2017,Sacramento,0
2017-12-31,0.98,619699,199514,268431,15509,136243,129566,4704,1973,2017,SanDiego,0
2017-12-24,1.17,397332,147688,120566,15186,113891,106944,4227,2718,2017,SanDiego,0
2017-12-17,0.73,719091,147099,439224,17641,115125,108179,4196,2748,2017,SanDiego,0
2017-12-10,1.13,442147,156011,148747,11293,126095,114750,8734,2611,2017,SanDiego,0
2017-12-03,1.08,479566,186079,147995,13899,131592,124045,4828,2719,2017,SanDiego,0
2017-11-26,1.24,384465,146577,114715,17443,105730,93366,9153,3211,2017,SanDiego,0
2017-11-19,1.25,409476,146119,102909,14767,145681,133210,9919,2552,2017,SanDiego,0
2017-11-12,1.16,433591,168076,140122,16004,109389,100528,5510,3351,2017,SanDiego,0
2017-11-05,1.04,493425,162044,219943,17093,94343,88039,3916,2386,2017,SanDiego,0
2017-10-29,1.0,593934,169061,309160,19020,96692,91706,4481,504,2017,SanDiego,0
2017-10-22,1.57,343882,130818,123575,17091,72396,68339,4057,0,2017,SanDiego,0
2017-10-15,1.67,322915,101926,136483,20792,63713,59356,4357,0,2017,SanDiego,0
2017-10-08,1.83,314828,114286,122377,21165,56999,52846,4152,0,2017,SanDiego,0
2017-10-01,1.78,321740,118114,122964,17450,63211,59173,4038,0,2017,SanDiego,0
2017-09-24,1.74,330959,123024,119911,17120,70903,67782,3117,3,2017,SanDiego,0
2017-09-17,1.71,341162,132005,118470,18093,72592,68684,3908,0,2017,SanDiego,0
2017-09-10,1.71,351223,132530,124344,17826,76521,71727,4603,190,2017,SanDiego,0
2017-09-03,1.52,402400,146612,158752,22496,74539,68847,5456,235,2017,SanDiego,0
2017-08-27,1.79,356447,143124,120383,19739,73199,67689,4535,975,2017,SanDiego,0
2017-08-20,1.65,379035,150962,110759,20546,96768,88428,6993,1346,2017,SanDiego,0
2017-08-13,1.24,499110,188851,165179,23999,121079,113037,7028,1014,2017,SanDiego,0
2017-08-06,1.34,476535,191792,140575,21769,122397,113356,6642,2399,2017,SanDiego,0
2017-07-30,1.48,444013,174486,137655,21223,110648,101946,6750,1951,2017,SanDiego,0
2017-07-23,1.46,455369,190512,135877,19475,109504,101991,4401,3112,2017,SanDiego,0
2017-07-16,1.48,449543,181912,134913,22438,110278,102399,4884,2994,2017,SanDiego,0
2017-07-09,1.21,575413,216297,151179,16976,190959,187255,150,3553,2017,SanDiego,0
2017-07-02,1.23,584480,200562,165727,23222,194968,191413,47,3507,2017,SanDiego,0
2017-06-25,1.05,586241,212203,131972,19457,222608,220632,197,1778,2017,SanDiego,0
2017-06-18,1.1,591731,214632,163049,19625,194423,189387,386,4650,2017,SanDiego,0
2017-06-11,1.17,522813,177782,134393,19857,190779,187655,160,2963,2017,SanDiego,0
2017-06-04,1.13,559985,184953,132976,20220,221834,219392,163,2278,2017,SanDiego,0
2017-05-28,1.27,532494,183306,147790,22850,178547,172875,21,5649,2017,SanDiego,0
2017-05-21,1.27,481522,164861,134099,20302,162258,158571,65,3622,2017,SanDiego,0
2017-05-14,1.08,556946,196722,132664,18988,208570,206313,90,2167,2017,SanDiego,0
2017-05-07,1.05,613046,221144,148033,20790,223077,221019,202,1855,2017,SanDiego,0
2017-04-30,1.18,498381,166863,136882,26022,168612,166655,128,1828,2017,SanDiego,0
2017-04-23,1.18,500367,156330,132449,25784,185802,184124,1068,610,2017,SanDiego,0
2017-04-16,1.29,465624,148202,137653,22572,157196,156168,122,905,2017,SanDiego,0
2017-04-09,1.22,461063,145442,128010,23321,164288,160950,2652,685,2017,SanDiego,0
2017-04-02,1.22,455329,144114,131344,20997,158872,154152,4013,706,2017,SanDiego,0
2017-03-26,1.28,430467,133247,128683,20148,148387,147197,285,905,2017,SanDiego,0
2017-03-19,1.25,460355,150847,132525,19948,157034,154726,1291,1016,2017,SanDiego,0
2017-03-12,1.24,445311,157513,139859,22386,125552,122585,1039,1927,2017,SanDiego,0
2017-03-05,1.04,517701,163424,176304,19186,158785,157805,549,430,2017,SanDiego,0
2017-02-26,0.88,572076,203828,150939,16296,201011,196998,3449,563,2017,SanDiego,0
2017-02-19,0.97,497333,164517,156159,17240,159415,154010,5009,395,2017,SanDiego,0
2017-02-12,0.7,645130,203848,199351,13290,228641,220708,7652,280,2017,SanDiego,0
2017-02-05,0.63,892740,260418,290223,20313,321784,318872,2886,25,2017,SanDiego,0
2017-01-29,0.65,776310,282233,253233,14380,226462,209999,13407,3055,2017,SanDiego,0
2017-01-22,0.74,695873,313593,174728,15139,192411,179361,13050,0,2017,SanDiego,0
2017-01-15,0.87,580190,156924,216675,14469,192121,168153,23244,722,2017,SanDiego,0
2017-01-08,0.96,582835,146165,222743,15301,198625,161975,36309,340,2017,SanDiego,0
2017-01-01,0.93,560310,149666,206181,15014,189448,150517,37802,1128,2017,SanDiego,0
2017-12-31,0.92,1174818,174144,860294,1733,138645,136909,32,1703,2017,SanFrancisco,0
2017-12-24,1.15,860922,178487,560097,2244,120092,117345,31,2716,2017,SanFrancisco,0
2017-12-17,1.4,674625,189827,374644,2099,108053,105441,50,2562,2017,SanFrancisco,0
2017-12-10,1.05,992871,302200,593521,2372,94776,91822,55,2898,2017,SanFrancisco,0
2017-12-03,1.28,798853,310481,387168,1966,99238,97333,108,1797,2017,SanFrancisco,0
2017-11-26,1.52,630939,166448,359471,2154,102865,100099,60,2706,2017,SanFrancisco,0
2017-11-19,1.48,657693,195380,366968,1909,93436,91293,128,2015,2017,SanFrancisco,0
2017-11-12,1.27,875104,289970,496390,2439,86306,84463,73,1770,2017,SanFrancisco,0
2017-11-05,1.41,787625,261561,435912,3140,87011,84961,94,1956,2017,SanFrancisco,0
2017-10-29,1.56,716567,197107,428002,4543,86913,85850,44,1018,2017,SanFrancisco,0
2017-10-22,1.57,768374,138067,551292,2933,76080,75647,103,329,2017,SanFrancisco,0
2017-10-15,1.76,671239,120680,461963,3144,85450,84850,231,369,2017,SanFrancisco,0
2017-10-08,1.65,780710,118596,587792,2921,71399,70491,419,488,2017,SanFrancisco,0
2017-10-01,1.79,660452,106075,477519,3125,73731,72812,451,468,2017,SanFrancisco,0
2017-09-24,1.76,653751,118405,461050,2948,71346,70570,463,313,2017,SanFrancisco,0
2017-09-17,1.81,648318,129172,428254,3490,87401,86891,163,346,2017,SanFrancisco,0
2017-09-10,1.71,688636,157322,434164,4117,93031,92218,190,621,2017,SanFrancisco,0
2017-09-03,1.78,667860,151679,421880,4061,90238,88850,76,1311,2017,SanFrancisco,0
2017-08-27,2.09,600153,151421,360906,5531,82294,80015,147,2131,2017,SanFrancisco,0
2017-08-20,2.07,561541,147449,304989,10147,98955,94445,932,3577,2017,SanFrancisco,0
2017-08-13,1.29,821395,164086,569847,9914,77546,72666,1062,3817,2017,SanFrancisco,0
2017-08-06,1.62,723557,156780,472631,4524,89620,85993,753,2873,2017,SanFrancisco,0
2017-07-30,1.3,897443,162330,657673,5039,72399,67138,930,4330,2017,SanFrancisco,0
2017-07-23,1.66,675183,166906,421727,5650,80899,78075,1063,1760,2017,SanFrancisco,0
2017-07-16,1.74,732328,182480,472009,8044,69794,67144,896,1753,2017,SanFrancisco,0
2017-07-09,1.69,715078,194695,421757,25793,72831,68952,1248,2630,2017,SanFrancisco,0
2017-07-02,1.7,700809,172013,420653,19625,88516,82113,1385,5017,2017,SanFrancisco,0
2017-06-25,1.53,874937,196221,568576,18879,91259,86302,1532,3424,2017,SanFrancisco,0
2017-06-18,1.77,660386,202024,336284,16709,105368,100785,1133,3450,2017,SanFrancisco,0
2017-06-11,1.8,608604,181965,318250,14342,94046,91219,1136,1691,2017,SanFrancisco,0
2017-06-04,1.83,650426,200052,350369,6248,93756,89727,1108,2920,2017,SanFrancisco,0
2017-05-28,1.78,664075,183361,386005,4497,90211,85402,805,4003,2017,SanFrancisco,0
2017-05-21,1.86,652301,167436,380367,4360,100138,97322,1157,1658,2017,SanFrancisco,0
2017-05-14,1.77,652375,182705,349569,5175,114926,110145,1127,3653,2017,SanFrancisco,0
2017-05-07,1.42,956829,212488,646869,6803,90668,86569,619,3478,2017,SanFrancisco,0
2017-04-30,1.93,612104,151929,369058,4331,86784,84446,671,1667,2017,SanFrancisco,0
2017-04-23,1.83,613563,178827,347730,4219,82786,79196,550,3040,2017,SanFrancisco,0
2017-04-16,1.69,670281,229167,349889,4769,86454,84582,250,1621,2017,SanFrancisco,0
2017-04-09,1.22,961954,216253,667301,4849,73550,72736,125,688,2017,SanFrancisco,0
2017-04-02,1.79,632537,180896,358599,5732,87309,85552,67,1689,2017,SanFrancisco,0
2017-03-26,1.79,617981,173628,349036,7123,88193,81760,213,6219,2017,SanFrancisco,0
2017-03-19,1.79,639050,185340,358216,6446,89047,87289,342,1416,2017,SanFrancisco,0
2017-03-12,1.8,620908,173434,354307,7050,86116,82363,407,3345,2017,SanFrancisco,0
2017-03-05,1.59,672242,234739,334851,12269,90381,86669,1172,2539,2017,SanFrancisco,0
2017-02-26,1.18,891688,286807,509449,14078,81352,76653,988,3709,2017,SanFrancisco,0
2017-02-19,1.17,863688,191375,578275,25011,69025,66457,962,1604,2017,SanFrancisco,0
2017-02-12,1.14,765983,265975,394642,22683,82680,76702,1053,4925,2017,SanFrancisco,0
2017-02-05,0.84,1557975,560686,900172,21331,75785,71464,976,3344,2017,SanFrancisco,0
2017-01-29,1.13,909650,371071,438456,15021,85101,73349,844,10906,2017,SanFrancisco,0
2017-01-22,0.94,1089513,297208,722757,5364,64181,59393,3290,1498,2017,SanFrancisco,0
2017-01-15,1.23,848267,211588,566260,2752,67665,60288,5710,1667,2017,SanFrancisco,0
2017-01-08,1.22,953770,196279,665608,2547,89335,80425,6315,2594,2017,SanFrancisco,0
2017-01-01,0.95,1047175,260100,717625,2490,66958,60397,5515,1045,2017,SanFrancisco,0
2017-12-31,1.1,559149,167408,182686,699,208355,161594,46404,355,2017,Seattle,0
2017-12-24,1.46,394845,95687,123764,653,174738,120140,54232,365,2017,Seattle,0
2017-12-17,1.49,361827,80005,107435,465,173920,125095,48311,513,2017,Seattle,0
2017-12-10,1.39,389912,85240,116349,706,187616,134944,51994,677,2017,Seattle,0
2017-12-03,1.26,500180,113961,107904,680,277636,231869,45507,260,2017,Seattle,0
2017-11-26,1.61,322421,73725,102163,700,145833,94616,50872,345,2017,Seattle,0
2017-11-19,1.62,347463,80544,109554,1324,156041,91853,63374,814,2017,Seattle,0
2017-11-12,1.34,498620,121406,117475,3994,255745,203897,51294,554,2017,Seattle,0
2017-11-05,1.37,503544,119514,114867,6037,263125,222651,40236,237,2017,Seattle,0
2017-10-29,1.53,452358,109352,121941,14722,206340,169263,36815,261,2017,Seattle,0
2017-10-22,1.48,468703,115638,168488,10445,174131,134104,39747,279,2017,Seattle,0
2017-10-15,1.74,411343,85159,168426,10887,146869,98698,47512,658,2017,Seattle,0
2017-10-08,2.02,358445,66345,129937,813,161349,102890,56577,1881,2017,Seattle,0
2017-10-01,2.01,363941,72930,126903,659,163448,107521,54904,1021,2017,Seattle,0
2017-09-24,1.99,367468,78736,129549,781,158401,104351,53318,731,2017,Seattle,0
2017-09-17,1.88,431277,101821,168223,648,160584,96743,62936,904,2017,Seattle,0
2017-09-10,2.07,388099,83635,140863,713,162886,93344,68261,1281,2017,Seattle,0
2017-09-03,1.94,409075,83934,146966,604,177569,113635,62704,1230,2017,Seattle,0
2017-08-27,1.54,562332,148933,138239,435,274724,225974,48406,343,2017,Seattle,0
2017-08-20,1.67,496897,126277,145202,447,224970,168561,56032,376,2017,Seattle,0
2017-08-13,1.81,438236,108558,159897,558,169221,104087,64712,422,2017,Seattle,0
2017-08-06,1.73,493703,124307,178899,965,189529,115658,73095,776,2017,Seattle,0
2017-07-30,1.72,470813,115910,169760,2027,183113,112306,69630,1176,2017,Seattle,0
2017-07-23,1.54,509159,110161,215252,5868,177877,105736,72025,115,2017,Seattle,0
2017-07-16,1.68,473361,122341,165493,762,184763,107734,76671,357,2017,Seattle,0
2017-07-09,1.0,905064,186651,182881,1023,534508,534148,34,325,2017,Seattle,0
2017-07-02,1.21,682920,125597,179521,840,376961,376182,56,723,2017,Seattle,0
2017-06-25,1.17,680060,129823,162186,1038,387011,386543,73,394,2017,Seattle,0
2017-06-18,1.16,696101,128838,170657,521,396083,395578,92,412,2017,Seattle,0
2017-06-11,1.21,664560,105557,169870,835,388297,387996,91,209,2017,Seattle,0
2017-06-04,1.21,681109,110722,172954,454,396977,396509,168,299,2017,Seattle,0
2017-05-28,1.19,729001,128463,191777,763,407997,407840,57,99,2017,Seattle,0
2017-05-21,1.25,628075,126440,172836,745,328053,327052,154,846,2017,Seattle,0
2017-05-14,1.09,760302,161654,182174,646,415827,411542,4195,89,2017,Seattle,0
2017-05-07,1.0,962478,251868,251822,499,458287,435657,22522,106,2017,Seattle,0
2017-04-30,0.92,906413,194789,170398,470,540754,538920,1467,366,2017,Seattle,0
2017-04-23,1.11,653100,135560,203465,670,313405,313046,250,108,2017,Seattle,0
2017-04-16,1.09,682386,131986,151806,404,398189,397484,217,487,2017,Seattle,0
2017-04-09,0.96,838359,196844,228960,209,412345,411247,280,817,2017,Seattle,0
2017-04-02,1.18,618377,103029,176357,319,338671,338015,310,344,2017,Seattle,0
2017-03-26,1.16,608172,99301,166232,323,342314,341802,213,299,2017,Seattle,0
2017-03-19,1.14,600698,109446,158477,329,332445,330536,1660,248,2017,Seattle,0
2017-03-12,0.91,846864,106731,212055,584,527493,507284,19483,724,2017,Seattle,0
2017-03-05,0.94,803073,125507,199518,773,477274,295803,180388,1083,2017,Seattle,0
2017-02-26,0.8,823735,115599,177935,3415,526784,446738,79634,411,2017,Seattle,0
2017-02-19,0.87,758887,95175,157514,512,505684,423476,81596,611,2017,Seattle,0
2017-02-12,0.77,750095,122056,182222,664,445152,359133,85567,450,2017,Seattle,0
2017-02-05,0.76,1093144,160260,306958,957,624967,471283,152490,1193,2017,Seattle,0
2017-01-29,0.86,838930,114095,187068,478,537287,496669,40312,306,2017,Seattle,0
2017-01-22,0.85,865893,102662,256663,556,506011,393137,112547,326,2017,Seattle,0
2017-01-15,0.93,755537,88731,212640,894,453271,442607,10132,532,2017,Seattle,0
2017-01-08,0.8,938061,106390,348112,274,483284,456141,26533,609,2017,Seattle,0
2017-01-01,0.84,822000,79598,267691,705,474004,469004,4461,538,2017,Seattle,0
2017-12-31,0.99,460716,210307,80809,3034,166564,124648,41191,725,2017,SouthCarolina,0
2017-12-24,1.22,294202,133334,48531,2380,109955,84037,23046,2872,2017,SouthCarolina,0
2017-12-17,1.04,348367,174025,54684,2567,117090,84686,30354,2049,2017,SouthCarolina,0
2017-12-10,1.02,382563,169611,55404,2823,154724,119935,32440,2349,2017,SouthCarolina,0
2017-12-03,1.12,349900,166920,72687,2909,107385,81124,24366,1895,2017,SouthCarolina,0
2017-11-26,1.25,269322,125872,47631,2004,93815,72283,19651,1882,2017,SouthCarolina,0
2017-11-19,1.23,295766,136349,49469,2736,107212,81408,23870,1933,2017,SouthCarolina,0
2017-11-12,1.23,340345,165782,55018,2954,116591,90110,24929,1552,2017,SouthCarolina,0
2017-11-05,1.28,308280,134738,56451,2686,114404,89967,23352,1084,2017,SouthCarolina,0
2017-10-29,1.32,310343,139889,57049,2572,110832,74082,35393,1355,2017,SouthCarolina,0
2017-10-22,1.57,275350,130878,56508,2299,85663,63298,22359,5,2017,SouthCarolina,0
2017-10-15,1.69,275807,125345,60281,1836,88344,62685,25649,9,2017,SouthCarolina,0
2017-10-08,1.56,316112,161942,57386,1635,95147,61514,33613,20,2017,SouthCarolina,0
2017-10-01,1.64,296183,135045,74889,1574,84673,61373,23291,8,2017,SouthCarolina,0
2017-09-24,1.57,300285,147297,66856,1530,84600,61065,23511,23,2017,SouthCarolina,0
2017-09-17,1.46,311277,145609,70155,1756,93756,65724,27476,555,2017,SouthCarolina,0
2017-09-10,1.42,286146,127817,60589,1332,96407,73147,19863,3397,2017,SouthCarolina,0
2017-09-03,1.44,328515,150242,66384,1908,109980,79464,25545,4970,2017,SouthCarolina,0
2017-08-27,1.41,333689,155801,65899,1788,110199,78518,24604,7077,2017,SouthCarolina,0
2017-08-20,1.4,348843,158452,70864,2138,117388,84288,28388,4711,2017,SouthCarolina,0
2017-08-13,1.36,370979,154159,86025,2120,128673,93633,28100,6940,2017,SouthCarolina,0
2017-08-06,1.37,336237,128394,85339,1997,120506,89592,25937,4976,2017,SouthCarolina,0
2017-07-30,1.3,359544,168379,84509,1851,104803,75567,26297,2937,2017,SouthCarolina,0
2017-07-23,1.3,382711,183065,83184,1969,114492,86140,22272,6080,2017,SouthCarolina,0
2017-07-16,1.28,385644,176984,84547,2236,121875,91437,25312,5125,2017,SouthCarolina,0
2017-07-09,1.24,380517,171133,76166,2472,130745,94038,26927,9780,2017,SouthCarolina,0
